,0,1,2,3,4,5,6,7,8,9,10
97,0.2866666666666666,0.61,0.68,0.15,0.21,0.023333333333333334,0.05,0.0,0.15,0.7,0.03
98,0.44333333333333336,0.46,0.76,0.13,0.195,0.065,0.2,0.0,0.35,0.71,0.07
99,0.33,0.43,0.63,0.15,0.23,0.08,0.07,0.01,0.16,0.73,0.06
100,0.2906666666666667,0.54,0.69,0.2,0.29,0.07,0.13,0.02,0.3,0.62,0.15666666666666668
101,0.27,0.61,0.61,0.09,0.16,0.03,0.08,0.0,0.08,0.61,0.21
102,0.11,0.51,0.69,0.08,0.07,0.07,0.05,0.0,0.15,0.96,0.01
103,0.29,0.33,0.41,0.09,0.05,0.04,0.02,0.0,0.1,0.33,0.02
104,0.19,0.47,0.66,0.06,0.1925,0.01,0.01,0.0,0.05,0.86,0.07
105,0.2125,0.42,0.61,0.06,0.1,0.05,0.08,0.0,0.06,0.8,0.06
106,0.38,0.49,0.55,0.07,0.14,0.03,0.09,0.01,0.23,0.76,0.05
107,0.42,0.56,0.64,0.19,0.26,0.06,0.19,0.04,0.36,0.68,0.07
108,0.23,0.3,0.52,0.06,0.11,0.01,0.0,0.0,0.05,0.93,0.02
109,0.08,0.54,0.59,0.07,0.13,0.01,0.04,0.0,0.03,0.87,0.04
110,0.25,0.62,0.67,0.21,0.3,0.06,0.16,0.03,0.26,0.71,0.09
111,0.3125,0.37,0.66,0.23,0.21,0.08,0.14,0.01,0.3,0.95,0.09
112,0.19,0.46,0.65,0.07,0.13,0.03,0.14,0.01,0.28,0.73,0.12333333333333334
113,0.17,0.38,0.46,0.08,0.19666666666666666,0.08,0.09,0.0,0.17,0.9,0.07
114,0.31,0.41,0.48,0.04,0.31,0.21,0.01,0.0,0.07,0.84,0.05
115,0.16,0.55,0.64,0.17,0.36,0.11,0.28,0.01,0.3,0.65,0.16
116,0.96,0.5542857142857143,0.52,0.17,0.26,0.11,0.28,0.04,0.44,0.6533333333333334,0.23
117,0.04,0.23,0.69,0.01,0.03,0.0,0.01,0.0,0.0,1.0,0.01
118,0.34,0.41,0.68,0.1,0.19333333333333333,0.07833333333333332,0.03,0.0,0.31,0.69,0.07
119,0.4608333333333334,0.48,0.55,0.2,0.32083333333333336,0.135,0.14,0.01,0.33,0.57,0.12
120,0.29,0.53,0.55,0.14,0.3325,0.07,0.33,0.08,0.4,0.755,0.15
121,0.28,0.36,0.51,0.04,0.19,0.05,0.05,0.01,0.12,0.95,0.05
122,0.32,0.59,0.64,0.09,0.17,0.04666666666666666,0.1,0.0,0.31,0.74,0.05
123,0.11,0.47,0.63,0.01,0.04,0.04,0.02,0.0,0.33,0.95,0.01
124,0.05,0.36,0.59,0.01,0.0,0.01,0.01,0.0,0.02,0.98,0.01
125,0.26,0.55,0.34,0.05,0.175,0.05,0.08,0.0,0.26,0.88,0.02
126,0.27,0.57,0.21,0.11,0.27,0.11666666666666665,0.06,0.01,0.16,0.74,0.11
127,0.16,0.505,0.57,0.0,0.06,0.01,0.03,0.01,0.03,0.8,0.03
128,0.02,0.47,0.56,0.01,0.09,0.01,0.01,0.0,0.0,0.97,0.01
129,0.21,0.42,0.69,0.09,0.12,0.01,0.04,0.0,0.13,0.93,0.01
130,0.29,0.56,0.65,0.19,0.07,0.07,0.15,0.01,0.34,0.7,0.08
131,0.19,0.47,0.57,0.04,0.16,0.0,0.05181818181818182,0.01,0.15,0.89,0.01
132,0.2583333333333333,0.59,0.55,0.11,0.13,0.08,0.13,0.0,0.19,0.89,0.04
133,0.2,0.57,0.54,0.16,0.18,0.03,0.15,0.0,0.19,0.74,0.08
134,0.24,0.49,0.65,0.11,0.11777777777777779,0.08,0.12,0.016666666666666666,0.2,0.615,0.065
135,0.355,0.46,0.68,0.12,0.27,0.07,0.15,0.01,0.22,0.65,0.2
136,0.06,0.44,0.26,0.01,0.12,0.01,0.01,0.0,0.0,0.96,0.01
137,0.425,0.285,0.55,0.09,0.38,0.05,0.44,0.01,0.28,0.55,0.08
138,0.27166666666666667,0.26,0.57,0.07,0.251,0.04,0.08,0.0,0.19,0.89,0.15
139,0.56,0.6142857142857143,0.67,0.13,0.23,0.1,0.2,0.026666666666666665,0.33,0.6759999999999999,0.15
140,0.07,0.3,0.5,0.01,0.15,0.04,0.01,0.0,0.05,0.91,0.01
141,0.2633333333333333,0.51,0.58,0.21,0.3525,0.16,0.31,0.04,0.38,0.72,0.26
142,0.34,0.40333333333333327,0.79,0.17,0.18,0.08,0.6,0.02,0.31,0.6875,0.15
143,0.20666666666666667,0.39,0.62,0.14,0.18,0.0,0.04,0.0,0.25,0.86,0.03
144,0.29,0.54,0.72,0.14,0.19,0.04,0.07,0.02,0.4,0.93,0.11
145,0.18,0.58,0.7,0.18,0.23,0.14,0.16,0.02,0.26,0.69,0.11
146,0.45,0.54,0.75,0.11,0.355,0.145,0.25,0.04,0.29,0.5841666666666666,0.26
147,0.3907142857142857,0.49,0.71,0.05,0.31,0.08,0.08,0.02,0.35,0.78,0.13
148,0.56,0.72,0.77,0.31,0.22,0.2333333333333333,0.25,0.06,0.48,0.535,0.23
149,0.07,0.56,0.6,0.14,0.2,0.13,0.17,0.06,0.36,0.57,0.13
150,0.255,0.53,0.73,0.14,0.295,0.04,0.19,0.01,0.28,0.76,0.06
151,0.17,0.44,0.44,0.0,0.14,0.04,0.01,0.0,0.08,0.82,0.02
152,0.29,0.53,0.64,0.21,0.2,0.03,0.19,0.02,0.47,0.87,0.12
153,0.3825,0.442,0.72,0.2,0.27,0.05,0.09,0.02,0.35,0.78,0.14
154,0.28,0.69,0.36,0.08,0.09,0.08,0.07,0.01,0.13,0.71,0.12
155,0.3366666666666667,0.525,0.7,0.13,0.19,0.15,0.18,0.02,0.19,0.22,0.12
156,0.22666666666666666,0.61,0.7,0.02,0.16,0.01,0.11,0.0,0.22,0.87,0.05
157,0.17,0.51,0.64,0.09,0.22,0.06,0.05,0.0,0.15,0.87,0.13
158,0.3475,0.665,0.72,0.14,0.16,0.03333333333333333,0.14,0.01,0.37,0.8375,0.11
159,0.225,0.71,0.81,0.09,0.12,0.02,0.01,0.01,0.08,0.71,0.05
160,0.225,0.44,0.65,0.15,0.42,0.04,0.06,0.0,0.13,0.71,0.06
161,0.2975,0.4,0.51,0.13,0.19,0.04833333333333333,0.11,0.0,0.11,0.92,0.12
162,0.34,0.42,0.64,0.16,0.36,0.06,0.19,0.02,0.2,0.7466666666666666,0.06333333333333332
163,0.22,0.47,0.57,0.1,0.18,0.05,0.17,0.01,0.4,0.67,0.13
164,0.4,0.455,0.61,0.31,0.4,0.12333333333333332,0.38,0.045714285714285714,0.44,0.41,0.27
165,0.2,0.58,0.8,0.0,0.11,0.0,0.01,0.0,0.35,0.96,0.04
166,0.3,0.5,0.55,0.02,0.08,0.01,0.05,0.0,0.08,0.4533333333333333,0.02
167,0.26666666666666666,0.55,0.65,0.21,0.27,0.10333333333333333,0.27,0.01,0.31,0.74,0.17666666666666667
168,0.06,0.2,0.63,0.0,0.0,0.0,0.0,0.0,0.03,1.0,0.0
169,0.3532142857142857,0.39,0.61,0.07,0.1325,0.03,0.08,0.0,0.15,0.79,0.0
170,0.29,0.455,0.53,0.08,0.29,0.05,0.24,0.05,0.35,0.755,0.09
171,0.39333333333333337,0.54,0.63,0.12,0.225,0.05,0.15,0.01,0.23,0.65,0.12
172,0.17,0.51,0.74,0.26,0.21,0.065,0.2,0.03,0.3,0.74,0.13
173,0.18666666666666665,0.31,0.49,0.02,0.06,0.02,0.0,0.0,0.1,0.83,0.01
174,0.0,0.39,0.62,0.01,0.09,0.0,0.02,0.0,0.05,0.99,0.0
175,0.24,0.42,0.56,0.06,0.2816666666666666,0.06,0.2,0.0,0.26,0.63,0.09
176,0.198,0.39,0.69,0.08,0.26,0.03,0.05,0.0,0.15,0.91,0.04
177,0.235,0.52,0.57,0.22,0.25,0.01,0.11,0.01,0.65,0.96,0.08
178,0.43666666666666665,0.64,0.69,0.07,0.17333333333333337,0.05,0.13,0.02,0.41,0.86,0.1
179,0.28,0.42333333333333334,0.67,0.21,0.19,0.13,0.14,0.01,0.27,0.7575,0.1
180,0.09,0.34,0.7,0.01,0.02,0.01,0.01,0.0,0.05,0.95,0.01
181,0.485,0.47833333333333333,0.61,0.16,0.3533333333333333,0.04,0.21,0.01,0.33,0.62,0.21
182,0.15,0.33833333333333326,0.54,0.01,0.11733333333333335,0.02333333333333333,0.03,0.0,0.16,0.96,0.01
183,0.36,0.63,0.69,0.28,0.21333333333333332,0.075,0.17,0.02,0.37,0.7,0.06
184,0.3725,0.57,0.6,0.15,0.12,0.11,0.15,0.0,0.44,0.91,0.03
185,0.2,0.53,0.77,0.18,0.17,0.07,0.1,0.01,0.27,0.8,0.07
186,0.14,0.38,0.51,0.06,0.22,0.03,0.05,0.0,0.5,0.84,0.02
187,0.37,0.53,0.55,0.12,0.25166666666666665,0.08,0.11,0.03,0.46,0.92,0.075
188,0.44,0.39,0.64,0.19,0.34,0.13,0.19,0.06,0.59,0.25,0.17
189,0.10666666666666667,0.16,0.4,0.04,0.12,0.02,0.0,0.0,0.0,0.91,0.0
190,0.155,0.44,0.7,0.12,0.21,0.04,0.01,0.0,0.11,0.85,0.05
191,0.33,0.65,0.72,0.06,0.07,0.03,0.02,0.0,0.15,0.87,0.06
192,0.09,0.4,0.49,0.01,0.01,0.0,0.02,0.0,0.02,0.92,0.01
193,0.18,0.44,0.62,0.03,0.355,0.0,0.05,0.01,0.36,0.82,0.07
194,0.28,0.325,0.5,0.13,0.35,0.06,0.13,0.01,0.52,0.7,0.1
195,0.19833333333333333,0.3133333333333333,0.49,0.02,0.1325,0.0,0.05,0.01,0.09,0.88,0.01
196,0.08,0.54,0.68,0.0,0.09,0.05,0.14,0.0,0.21,0.9,0.055
197,0.31,0.39,0.64,0.16,0.27,0.41,0.09,0.0,0.29,0.62,0.07
198,0.145,0.4,0.51,0.07,0.09,0.02,0.02,0.0,0.08,0.93,0.03
199,0.8383333333333333,0.54,0.61,0.18,0.17,0.11,0.35,0.07,0.39,0.5566666666666666,0.24
200,0.305,0.495,0.72,0.04,0.26,0.02,0.11,0.02,0.25,0.81,0.02
201,0.04,0.27,0.6,0.0,0.01,0.0,0.03,0.0,0.0,0.97,0.0
202,0.27,0.575,0.58,0.09,0.25,0.05,0.21,0.05,0.27,0.78,0.15
203,0.13,0.52,0.59,0.01,0.2,0.08,0.12,0.0,0.21,0.95,0.06
204,0.11,0.44,0.64,0.07,0.1708333333333333,0.07,0.07,0.0,0.1,0.86,0.06
205,0.31666666666666665,0.53,0.68,0.1,0.25,0.05,0.044000000000000004,0.0,0.4,0.81,0.05
206,0.32,0.37,0.61,0.05,0.325,0.085,0.19,0.03,0.14,0.52,0.13
207,0.125,0.69,0.42,0.04,0.08,0.03,0.01,0.0,0.01,0.79,0.0
208,0.13666666666666666,0.49,0.57,0.04,0.07,0.07,0.12,0.0,0.43,0.9,0.01
209,0.15,0.51,0.64,0.09,0.2,0.01,0.14,0.0,0.28,0.84,0.03
210,0.415,0.5433333333333333,0.74,0.09,0.245,0.07,0.1,0.0,0.29,0.49,0.06
211,0.72,0.48,0.6,0.16,0.375,0.12,0.21,0.04,0.4,0.76,0.175
212,0.32,0.45,0.62,0.16,0.21,0.14916666666666667,0.2,0.016666666666666666,0.32,0.67,0.16
213,0.3907142857142857,0.42,0.66,0.12,0.24,0.11,0.2,0.0,0.32,0.68,0.155
214,0.17,0.42,0.48,0.02,0.14,0.03,0.07,0.0,0.1,0.77,0.05
215,0.11,0.41,0.62,0.01,0.115,0.02,0.01,0.0,0.08,0.98,0.01
216,0.08,0.29,0.63,0.01,0.095,0.0,0.31,0.0,0.33,0.98,0.03
217,0.255,0.55,0.61,0.18,0.12,0.03,0.1,0.01,0.15,0.6616666666666666,0.06
218,0.295,0.49,0.71,0.11,0.32,0.05333333333333333,0.17,0.0,0.39,0.73,0.15
219,0.29,0.33,0.62,0.14,0.275,0.16666666666666663,0.23,0.03,0.25,0.89,0.12
220,0.337,0.38,0.51,0.18,0.29,0.12,0.17,0.02,0.35,0.52,0.04
221,0.2,0.53,0.55,0.13,0.28,0.14,0.14,0.03,0.35,0.67,0.12
222,0.475,0.585,0.65,0.04,0.295,0.08333333333333334,0.07,0.0,0.19,0.58,0.13
223,0.33333333333333337,0.51,0.66,0.14,0.45,0.05,0.2,0.03,0.34,0.79,0.11
224,0.37,0.41600000000000004,0.53,0.07,0.08666666666666668,0.03,0.07,0.0,0.16,0.79,0.07
225,0.125,0.45,0.54,0.07,0.24,0.03333333333333333,0.06,0.01,0.16,0.685,0.09
226,0.2733333333333333,0.57,0.62,0.03,0.165,0.06,0.06,0.0,0.18,0.75,0.1
227,0.04333333333333333,0.52,0.69,0.03,0.21,0.06333333333333332,0.09,0.0,0.12,0.9,0.06
228,0.40666666666666673,0.67,0.72,0.34,0.13,0.07,0.29,0.02,0.28,0.44,0.26
229,0.745,0.48,0.69,0.22,0.32,0.09,0.23,0.08,0.34,0.7266666666666666,0.3
230,0.03,0.55,0.46,0.0,0.04,0.01,0.01,0.0,0.0,0.97,0.01
231,0.29,0.47,0.63,0.17,0.22,0.05,0.17,0.01,0.42,0.84,0.1
232,0.2,0.51,0.58,0.04,0.29,0.03,0.05,0.01,0.25,0.88,0.01
233,0.11,0.48,0.51,0.05,0.07,0.01,0.01,0.0,0.01,0.855,0.03
234,0.14,0.29,0.5,0.01,0.02,0.0,0.0,0.0,0.01,0.92,0.01
235,0.42,0.63,0.63,0.09,0.17666666666666664,0.01,0.11,0.0,0.17,0.59,0.14833333333333332
236,0.248,0.53,0.62,0.13,0.24,0.06,0.1,0.0,0.22,0.83,0.03
237,0.16,0.44,0.59,0.07,0.19,0.01,0.12,0.0,0.28,0.83,0.05
238,0.2533333333333333,0.41,0.57,0.01,0.18,0.04,0.02,0.01,0.04,0.91,0.04
239,0.325,0.39,0.85,0.1,0.28,0.12,0.01,0.0,0.15,0.87,0.04
240,0.305,0.44,0.66,0.08,0.3,0.05,0.12,0.02,0.27,0.87,0.2
241,0.48,0.46,0.7,0.05,0.34,0.06333333333333332,0.18,0.03,0.29,0.78,0.14
242,0.19,0.67,0.69,0.07,0.14,0.05,0.08,0.0,0.3,0.83,0.05
243,0.3625,0.465,0.55,0.14,0.27,0.05,0.15,0.01,0.28,0.75,0.09
244,0.15,0.35,0.49,0.06,0.15,0.03,0.07,0.0,0.24,0.93,0.05
245,0.61,0.45,0.6,0.42,0.424,0.235,0.43,0.10800000000000001,0.48,0.41,0.35
246,0.13666666666666666,0.27,0.44,0.03,0.03,0.02,0.0,0.0,0.01,0.91,0.01
247,0.3,0.5,0.62,0.06,0.24,0.02,0.07,0.01,0.2,0.5175,0.03
248,0.2633333333333333,0.5775,0.69,0.14,0.09,0.02,0.22,0.0,0.23,0.83,0.06
249,0.7,0.46,0.73,0.06,0.33,0.11,0.19,0.01,0.27,0.73,0.1
250,0.31,0.44,0.67,0.12,0.29,0.09,0.16,0.0,0.24,0.65,0.13
251,0.24,0.36,0.55,0.04,0.08,0.02,0.04,0.0,0.1,0.57,0.03
252,0.2833333333333333,0.5870000000000001,0.73,0.06,0.36,0.05,0.13,0.02,0.24,0.64,0.09
253,0.3493333333333334,0.445,0.59,0.06,0.409,0.0025,0.21,0.01,0.26,0.88,0.11
254,0.23,0.33,0.58,0.06,0.32,0.01,0.05,0.0,0.23,0.9,0.05
255,0.16,0.51,0.67,0.11,0.22,0.02,0.14,0.0,0.34,0.88,0.06
256,0.03,0.32,0.72,0.01,0.0,0.03,0.02,0.0,0.12,0.99,0.0
257,0.32,0.5273333333333333,0.72,0.09,0.34,0.04666666666666666,0.1,0.0,0.2,0.7,0.12
258,0.34,0.47,0.47,0.13,0.37,0.09,0.06,0.0,0.14,0.65,0.11
259,0.4225,0.45,0.55,0.17,0.1925,0.07,0.19,0.04,0.28,0.68,0.12
260,0.2583333333333333,0.4,0.54,0.02,0.23,0.02,0.06,0.0,0.04,0.68,0.02
261,0.17,0.42,0.74,0.02,0.17,0.02,0.01,0.0,0.04,0.97,0.03
262,0.24,0.49,0.4,0.01,0.16,0.0,0.06,0.0,0.06,0.89,0.07
263,0.3575,0.38,0.66,0.05,0.08,0.01,0.0,0.0,0.1,0.8,0.01
264,0.23666666666666664,0.61,0.57,0.09,0.21,0.09,0.15,0.03,0.49,0.79,0.06
265,0.23,0.46,0.57,0.1,0.135,0.07,0.12,0.0,0.3,0.81,0.12
266,0.19,0.39,0.67,0.1,0.24,0.01,0.04,0.0,0.34,0.76,0.02
267,0.17,0.51,0.55,0.19,0.42,0.09,0.11,0.01,0.26,0.76,0.14
268,0.12,0.32,0.4,0.03,0.05,0.01,0.04,0.0,0.0,0.94,0.01
269,0.46,0.44,0.68,0.21,0.2966666666666667,0.14,0.27,0.03,0.32,0.57,0.29
270,0.31166666666666665,0.665,0.67,0.09,0.18,0.06,0.24,0.03,0.32,0.44,0.09
271,0.25,0.6,0.65,0.06,0.18,0.05,0.07,0.0,0.07,0.7,0.06
272,0.13,0.5,0.56,0.05,0.29,0.05,0.08,0.01,0.17,0.79,0.04
273,0.25,0.54,0.61,0.17,0.25,0.06,0.14,0.05,0.32,0.7266666666666666,0.11
274,0.53,0.45,0.66,0.19,0.3023809523809524,0.14,0.21,0.04,0.45,0.46,0.14
275,0.31,0.57,0.69,0.09,0.174,0.01,0.17,0.01,0.09,0.81,0.07
276,0.3,0.74,0.62,0.2,0.19,0.05,0.12,0.03,0.36,0.76,0.17
277,0.19666666666666668,0.55,0.57,0.17,0.41,0.05,0.12,0.0,0.16,0.64,0.12
278,0.2866666666666667,0.5583333333333332,0.68,0.07,0.23,0.15333333333333335,0.09,0.03,0.26,0.55,0.09
279,0.08,0.23,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0
280,0.42833333333333334,0.46,0.53,0.22,0.304,0.13,0.23,0.03,0.33,0.59,0.26
281,0.2333333333333333,0.5,0.63,0.05,0.23,0.04,0.08,0.0,0.27,0.84,0.1
282,0.35,0.47,0.72,0.09,0.17,0.09,0.14,0.0,0.21,0.73,0.08
283,0.19,0.48,0.53,0.05,0.21,0.06,0.03,0.02,0.07,0.64,0.01
284,0.25,0.43,0.59,0.05,0.3,0.09,0.09,0.01,0.13,0.88,0.04
285,0.05,0.4,0.52,0.03,0.06,0.01,0.02,0.0,0.11,0.99,0.0
